cell,drug1_db,drug2_db,synergy,synergistic
20,10,40,0,0
79,50,29,0,0
97,3,23,0,0
42,62,58,0,0
81,37,4,1,1
43,3,61,0,0
1,37,24,0,0
83,53,16,0,0
6,32,60,0,0
106,0,31,0,0
65,50,3,0,0
103,52,58,0,0
64,22,47,0,0
115,62,21,0,0
69,40,3,0,0
76,20,10,0,0
123,20,62,0,0
65,6,61,0,0
10,22,8,0,0
28,10,53,0,0
51,20,10,0,0
73,27,12,0,0
117,8,35,0,0
79,28,42,0,0
105,27,61,0,0
44,10,55,0,0
107,16,17,0,0
41,32,50,0,0
74,32,54,0,0
10,45,30,0,0
8,2,43,0,0
62,55,8,0,0
61,52,55,0,0
32,1,30,0,0
65,1,41,0,0
117,22,40,0,0
102,50,61,0,0
73,2,55,0,0
40,48,41,0,0
48,3,32,0,0
9,21,48,0,0
38,25,60,0,0
19,53,61,0,0
24,28,35,0,0
6,40,31,0,0
60,43,26,0,0
96,10,7,0,0
102,6,42,0,0
90,13,44,0,0
122,12,21,0,0
9,2,8,0,0
55,53,3,0,0
58,21,49,0,0
14,9,53,0,0
117,2,1,0,0
35,45,47,0,0
34,23,49,1,1
105,25,45,0,0
57,48,8,0,0
50,37,5,0,0
23,57,55,0,0
66,28,25,0,0
96,40,0,0,0
37,6,55,0,0
118,27,21,0,0
60,25,27,0,0
99,8,60,0,0
87,20,61,0,0
95,16,39,0,0
60,39,8,1,1
34,62,52,0,0
103,32,53,0,0
41,62,21,1,1
24,13,40,0,0
1,32,36,0,0
17,21,26,0,0
37,50,49,0,0
27,28,47,0,0
34,62,2,0,0
9,1,37,0,0
59,16,23,0,0
29,6,29,0,0
46,52,50,0,0
110,45,11,0,0
95,22,46,0,0
117,43,22,0,0
62,45,24,0,0
97,6,43,0,0
38,45,49,0,0
96,22,41,0,0
47,22,47,0,0
10,22,28,0,0
31,50,5,0,0
115,9,10,0,0
32,41,29,0,0
104,53,16,0,0
51,32,62,0,0
92,28,26,0,0
120,55,61,0,0
77,27,16,0,0
100,3,4,0,0
88,45,32,0,0
52,38,52,0,0
68,27,0,0,0
37,37,11,0,0
98,52,60,0,0
119,10,22,0,0
74,45,7,0,0
97,10,41,0,0
61,16,8,0,0
117,40,30,0,0
17,41,22,1,1
2,37,49,0,0
47,48,25,0,0
108,6,16,0,0
55,41,17,0,0
23,55,38,0,0
118,27,22,0,0
47,22,45,0,0
44,41,36,0,0
29,3,23,0,0
123,8,5,0,0
32,40,17,0,0
68,2,50,0,0
65,13,15,0,0
22,25,24,0,0
23,5,54,1,1
65,13,34,0,0
42,21,10,0,0
47,3,60,0,0
54,16,57,0,0
40,43,40,0,0
97,3,32,0,0
112,3,51,0,0
84,55,62,1,1
29,1,14,0,0
116,40,8,0,0
108,40,17,0,0
57,27,21,0,0
53,16,33,0,0
88,50,27,0,0
0,1,3,0,0
81,40,6,0,0
25,3,16,0,0
27,37,22,0,0
102,25,42,0,0
117,55,52,0,0
11,53,49,0,0
56,37,12,0,0
99,31,5,0,0
18,57,31,0,0
114,9,27,0,0
22,40,30,0,0
55,53,40,0,0
18,22,8,0,0
9,8,2,0,0
0,50,35,0,0
124,49,55,0,0
92,37,32,0,0
12,27,38,0,0
54,60,41,0,0
47,40,15,0,0
32,45,14,0,0
20,3,40,0,0
77,20,12,0,0
108,39,29,0,0
17,55,28,1,1
103,16,62,0,0
55,10,16,0,0
70,40,55,0,0
107,41,33,0,0
60,25,23,0,0
47,55,56,0,0
95,1,12,0,0
72,41,10,0,0
75,52,22,0,0
33,57,9,0,0
90,13,2,0,0
116,16,52,0,0
65,1,55,1,1
59,22,20,1,1
24,40,32,0,0
121,10,49,0,0
53,32,50,0,0
1,32,29,0,0
72,3,5,0,0
52,52,16,0,0
0,3,11,0,0
119,2,55,0,0
2,3,27,0,0
0,16,50,0,0
122,5,57,1,1
116,60,40,0,0
47,32,39,0,0
66,27,36,0,0
86,9,16,0,0
20,32,42,0,0
101,55,52,0,0
60,43,41,0,0
98,57,40,0,0
32,45,55,0,0
96,38,52,0,0
59,62,12,0,0
69,16,60,0,0
69,57,50,0,0
24,39,2,0,0
81,41,49,0,0
71,12,32,0,0
57,40,47,0,0
113,12,5,0,0
29,37,1,1,1
51,3,16,0,0
0,8,50,0,0
124,49,12,1,1
24,55,28,1,1
62,55,39,0,0
110,48,40,0,0
63,62,5,1,1
83,27,50,0,0
8,21,34,0,0
59,2,27,0,0
110,43,5,0,0
79,32,8,0,0
62,10,13,0,0
24,6,13,0,0
118,22,16,0,0
109,57,3,0,0
50,22,42,0,0
41,20,5,1,1
110,13,17,0,0
40,43,4,0,0
121,9,32,0,0
32,8,12,0,0
74,10,40,0,0
101,37,1,0,0
90,28,14,0,0
31,0,57,0,0
32,3,36,0,0
