cell,drug1_db,drug2_db,synergy,synergistic
8,11,32,0,0
79,23,19,0,0
59,56,27,0,0
45,42,49,0,0
39,20,52,0,0
17,56,38,0,0
37,11,14,0,0
60,30,47,0,0
83,62,48,0,0
83,49,7,0,0
27,58,2,0,0
110,35,52,0,0
55,45,15,0,0
89,15,59,0,0
109,14,28,0,0
35,53,56,0,0
65,16,29,0,0
59,23,21,0,0
17,16,26,0,0
30,11,12,0,0
94,28,31,0,0
3,15,40,0,0
22,41,48,0,0
120,39,10,0,0
97,24,53,0,0
94,46,7,0,0
77,40,15,0,0
67,39,40,0,0
3,43,37,0,0
98,40,41,0,0
6,15,3,0,0
52,5,56,0,0
51,34,40,0,0
2,29,49,0,0
95,24,30,0,0
60,55,61,0,0
57,28,26,0,0
25,40,16,0,0
89,56,48,0,0
57,49,30,0,0
3,37,46,0,0
95,14,12,0,0
82,29,8,0,0
76,24,60,0,0
51,30,6,0,0
99,40,35,0,0
78,41,28,0,0
31,28,29,0,0
31,16,34,0,0
40,17,47,0,0
12,30,34,0,0
95,15,23,0,0
51,55,4,0,0
21,18,27,0,0
58,24,44,0,0
8,25,4,0,0
16,51,14,0,0
100,18,10,0,0
99,55,48,0,0
85,51,46,0,0
44,28,23,1,1
114,29,37,0,0
59,26,29,0,0
44,44,30,0,0
57,14,13,0,0
51,26,24,0,0
12,45,24,0,0
58,14,61,0,0
116,28,49,0,0
42,25,26,0,0
114,42,19,0,0
100,15,29,0,0
77,15,11,0,0
4,37,9,0,0
30,23,44,0,0
75,29,35,0,0
38,42,12,0,0
112,49,18,0,0
99,15,27,0,0
57,15,5,0,0
6,34,6,0,0
64,20,7,1,1
69,46,57,0,0
50,58,44,0,0
114,30,43,0,0
112,29,8,0,0
50,25,55,0,0
112,5,35,0,0
61,26,42,0,0
60,26,5,0,0
61,34,50,0,0
50,18,60,0,0
52,35,52,0,0
108,18,42,0,0
96,27,52,0,0
40,42,16,0,0
70,53,39,0,0
60,28,3,0,0
120,42,18,0,0
108,29,50,0,0
41,62,14,0,0
6,14,12,0,0
112,23,24,0,0
